"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_121770_coefficient","contrast_121770_log2fc","contrast_121770_tstat","contrast_121770_pvalue","contrast_121772_coefficient","contrast_121772_log2fc","contrast_121772_tstat","contrast_121772_pvalue"
"701",27143,27143,"PALD1","phosphatase domain containing paladin 1",4.713e-08,1.477e-06,0.0319,4.0047,4.0047,11.018,5.383e-07,-0.0998,-0.0998,-0.2451,0.8112
"702",55068,55068,"ENOX1","ecto-NOX disulfide-thiol exchanger 1",4.729e-08,1.478e-06,0.032,-3.2404,-3.2404,-10.3656,9.582e-07,-5.2034,-5.2034,-15.1883,2.416e-08
"703",81553,81553,"CYRIA","CYFIP related Rac1 interactor A",4.727e-08,1.478e-06,0.032,0.8346,0.8346,3.1516,0.01,-5.4333,-5.4333,-13.271,9.022e-08
"704",53335,53335,"BCL11A","BCL11 transcription factor A",4.784e-08,1.493e-06,0.032,2.7257,2.7257,7.7173,1.422e-05,-5.6083,-5.6083,-9.3439,2.52e-06
"705",11259,11259,"FILIP1L","filamin A interacting protein 1 like",4.821e-08,1.502e-06,0.0321,-4.0045,-4.0045,-10.7557,6.763e-07,-6.2488,-6.2488,-14.7137,3.299e-08
"706",100170841,100170841,"EPOP","elongin BC and polycomb repressive complex 2 associated protein",4.842e-08,1.505e-06,0.0321,5.4495,5.4495,12.5645,1.532e-07,2.1247,2.1247,4.6503,9e-04
"707",386597,386597,"GRASLND","glycosaminoglycan regulatory associated long non-coding RNA",4.845e-08,1.505e-06,0.0322,6.0793,6.0793,9.5997,1.963e-06,-3.1932,-3.1932,-3.662,0.0042
"708",27122,27122,"DKK3","dickkopf WNT signaling pathway inhibitor 3",4.849e-08,1.505e-06,0.0322,-5.3621,-5.3621,-16.2995,1.206e-08,-1.4549,-1.4549,-6.2668,8.468e-05
"709",1271,1271,"CNTFR","ciliary neurotrophic factor receptor",4.88e-08,1.506e-06,0.0324,10.1593,10.1593,9.9704,1.379e-06,0.6187,0.6187,0.5124,0.6193
"710",57491,57491,"AHRR","aryl hydrocarbon receptor repressor",4.882e-08,1.506e-06,0.0324,-4.4736,-4.4736,-11.8264,2.741e-07,-5.0029,-5.0029,-13.9197,5.672e-08
"711",57619,57619,"SHROOM3","shroom family member 3",4.874e-08,1.506e-06,0.0323,-3.1867,-3.1867,-14.3878,4.107e-08,-0.004,-0.004,-0.0237,0.9815
"712",10974,10974,"ADIRF","adipogenesis regulatory factor",4.876e-08,1.506e-06,0.0323,2.2993,2.2993,3.0307,0.0124,7.6732,7.6732,11.5992,3.3e-07
"713",83992,83992,"CTTNBP2","cortactin binding protein 2",4.941e-08,1.523e-06,0.0325,-4.4255,-4.4255,-10.6517,7.414e-07,-7.1546,-7.1546,-14.1009,5e-08
"714",2191,2191,"FAP","fibroblast activation protein alpha",4.971e-08,1.528e-06,0.0325,-6.6728,-6.6728,-11.6647,3.127e-07,-6.1782,-6.1782,-13.1442,9.903e-08
"715",5324,5324,"PLAG1","PLAG1 zinc finger",4.971e-08,1.528e-06,0.0325,-9.1337,-9.1337,-15.4245,2.077e-08,-1.8097,-1.8097,-7.9653,1.074e-05
"716",55083,55083,"KIF26B","kinesin family member 26B",5.012e-08,1.538e-06,0.0326,-6.7632,-6.7632,-13.1934,9.551e-08,-4.1036,-4.1036,-12.2708,1.924e-07
"717",6573,6573,"SLC19A1","solute carrier family 19 member 1",5.036e-08,1.542e-06,0.0326,4.2275,4.2275,14.2685,4.455e-08,2.0212,2.0212,6.6996,4.84e-05
"718",256227,256227,"STEAP1B","STEAP family member 1B",5.041e-08,1.542e-06,0.0327,6.2237,6.2237,9.9883,1.356e-06,-2.2579,-2.2579,-2.6873,0.0224
"719",3213,3213,"HOXB3","homeobox B3",5.056e-08,1.545e-06,0.0327,7.1693,7.1693,11.5716,3.376e-07,9.0793,9.0793,14.9483,2.825e-08
"720",66000,66000,"TMEM108","transmembrane protein 108",5.076e-08,1.549e-06,0.0328,0.3971,0.3971,0.4874,0.6363,7.1421,7.1421,11.0302,5.328e-07
"721",55786,55786,"ZNF415","zinc finger protein 415",5.09e-08,1.551e-06,0.0328,-8.2873,-8.2873,-11.5783,3.357e-07,-6.266,-6.266,-12.9606,1.135e-07
"722",1464,1464,"CSPG4","chondroitin sulfate proteoglycan 4",5.101e-08,1.552e-06,0.0329,0.99,0.99,3.9651,0.0026,-3.3704,-3.3704,-11.3652,4.008e-07
"723",1842,1842,"ECM2","extracellular matrix protein 2",5.11e-08,1.553e-06,0.0329,-7.1571,-7.1571,-13.5536,7.353e-08,-3.6049,-3.6049,-11.8464,2.697e-07
"724",5743,5743,"PTGS2","prostaglandin-endoperoxide synthase 2",5.127e-08,1.556e-06,0.033,-9.4356,-9.4356,-12.7959,1.284e-07,-4.2339,-4.2339,-11.744,2.931e-07
"725",5287,5287,"PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",5.18e-08,1.57e-06,0.033,2.2888,2.2888,7.2651,2.414e-05,-3.3954,-3.3954,-8.1566,8.684e-06
"726",84952,84952,"CGNL1","cingulin like 1",5.204e-08,1.575e-06,0.033,-4.8926,-4.8926,-7.7648,1.347e-05,3.381,3.381,9.7274,1.736e-06
"727",2898,2898,"GRIK2","glutamate ionotropic receptor kainate type subunit 2",5.212e-08,1.575e-06,0.0331,-4.4106,-4.4106,-15.0413,2.658e-08,-0.1373,-0.1373,-0.7226,0.4861
"728",112885,112885,"PHF21B","PHD finger protein 21B",5.232e-08,1.577e-06,0.0332,3.1294,3.1294,8.1448,8.798e-06,-6.0578,-6.0578,-8.9467,3.757e-06
"729",4323,4323,"MMP14","matrix metallopeptidase 14",5.231e-08,1.577e-06,0.0331,-7.4371,-7.4371,-16.0727,1.385e-08,-1.4846,-1.4846,-6.2281,8.912e-05
"730",90102,90102,"PHLDB2","pleckstrin homology like domain family B member 2",5.269e-08,1.586e-06,0.0332,-3.2802,-3.2802,-15.5637,1.901e-08,-1.8844,-1.8844,-10.8278,6.35e-07
"731",29940,29940,"DSE","dermatan sulfate epimerase",5.326e-08,1.601e-06,0.0333,-3.7839,-3.7839,-13.8953,5.77e-08,-2.8859,-2.8859,-12.8022,1.278e-07
"732",2625,2625,"GATA3","GATA binding protein 3",5.365e-08,1.609e-06,0.0333,-4.1164,-4.1164,-4.7912,7e-04,5.3215,5.3215,10.477,8.665e-07
"733",10529,10529,"NEBL","nebulette",5.369e-08,1.609e-06,0.0334,-7.0491,-7.0491,-9.7349,1.724e-06,2.6195,2.6195,8.6551,5.083e-06
"734",389136,389136,"VGLL3","vestigial like family member 3",5.381e-08,1.611e-06,0.0334,-9.8652,-9.8652,-14.7951,3.126e-08,-2.1217,-2.1217,-8.8492,4.153e-06
"735",7625,7625,"ZNF74","zinc finger protein 74",5.434e-08,1.619e-06,0.0335,2.9497,2.9497,11.7413,2.937e-07,0.0762,0.0762,0.2872,0.7797
"736",2657,2657,"GDF1","growth differentiation factor 1",5.431e-08,1.619e-06,0.0335,4.2219,4.2219,9.5347,2.09e-06,-2.3098,-2.3098,-3.962,0.0026
"737",80332,80332,"ADAM33","ADAM metallopeptidase domain 33",5.438e-08,1.619e-06,0.0335,-8.5226,-8.5226,-12.2024,2.03e-07,-4.6792,-4.6792,-12.0777,2.24e-07
"738",7163,7163,"TPD52","tumor protein D52",5.439e-08,1.619e-06,0.0336,8.1292,8.1292,16.1209,1.344e-08,7.5796,7.5796,15.1397,2.494e-08
"739",22854,22854,"NTNG1","netrin G1",5.528e-08,1.644e-06,0.0336,-6.2227,-6.2227,-8.08,9.45e-06,3.4968,3.4968,9.5355,2.089e-06
"740",56776,56776,"FMN2","formin 2",5.572e-08,1.654e-06,0.0337,1.1801,1.1801,2.6684,0.0232,4.6519,4.6519,12.1602,2.099e-07
"741",149837,149837,"LINC00654","long intergenic non-protein coding RNA 654",5.612e-08,1.664e-06,0.0337,1.6715,1.6715,2.3199,0.0423,6.9877,6.9877,11.4052,3.876e-07
"742",56917,56917,"MEIS3","Meis homeobox 3",5.635e-08,1.669e-06,0.0338,0.3702,0.3702,1.4116,0.1878,-6.0611,-6.0611,-14.2559,4.494e-08
"743",5798,5798,"PTPRN","protein tyrosine phosphatase receptor type N",5.645e-08,1.669e-06,0.0338,5.1818,5.1818,9.4564,2.256e-06,-3.9548,-3.9548,-4.8688,6e-04
"744",221091,221091,"LRRN4CL","LRRN4 C-terminal like",5.691e-08,1.681e-06,0.0339,-7.7637,-7.7637,-12.957,1.138e-07,-3.8073,-3.8073,-11.6646,3.127e-07
"745",3090,3090,"HIC1","HIC ZBTB transcriptional repressor 1",5.702e-08,1.682e-06,0.0339,-0.2673,-0.2673,-1.1425,0.2793,-4.5338,-4.5338,-14.7216,3.282e-08
"746",94241,94241,"TP53INP1","tumor protein p53 inducible nuclear protein 1",5.755e-08,1.693e-06,0.034,-4.0703,-4.0703,-14.2107,4.636e-08,-2.8415,-2.8415,-12.2697,1.925e-07
"747",255631,255631,"COL24A1","collagen type XXIV alpha 1 chain",5.749e-08,1.693e-06,0.034,-6.8885,-6.8885,-8.1681,8.575e-06,3.5246,3.5246,9.9613,1.391e-06
"748",57211,57211,"ADGRG6","adhesion G protein-coupled receptor G6",5.792e-08,1.701e-06,0.034,1.9859,1.9859,7.4163,2.017e-05,-2.1946,-2.1946,-7.0929,2.971e-05
"749",80380,80380,"PDCD1LG2","programmed cell death 1 ligand 2",5.844e-08,1.714e-06,0.0341,-9.2954,-9.2954,-12.7906,1.289e-07,-3.7251,-3.7251,-11.6324,3.211e-07
"750",375061,375061,"FAM89A","family with sequence similarity 89 member A",5.875e-08,1.715e-06,0.0342,2.1624,2.1624,6.5613,5.772e-05,-7.0724,-7.0724,-11.0436,5.266e-07
"751",6938,6938,"TCF12","transcription factor 12",5.872e-08,1.715e-06,0.0342,2.2471,2.2471,11.63,3.217e-07,-0.2485,-0.2485,-1.2803,0.2288
"752",91351,91351,"DDX60L","DExD/H-box 60 like",5.877e-08,1.715e-06,0.0343,-4.3208,-4.3208,-15.0739,2.603e-08,-2.2855,-2.2855,-10.5042,8.456e-07
"753",54082,54082,"TSPEAR-AS1","TSPEAR antisense RNA 1",5.855e-08,1.715e-06,0.0341,8.3209,8.3209,10.9421,5.748e-07,0.7983,0.7983,0.8731,0.4027
"754",55531,55531,"ELMOD1","ELMO domain containing 1",5.9e-08,1.717e-06,0.0344,8.6543,8.6543,11.445,3.75e-07,2.748,2.748,3.2602,0.0083
"755",837,837,"CASP4","caspase 4",5.899e-08,1.717e-06,0.0343,-11.1158,-11.1158,-15.8676,1.571e-08,-0.9208,-0.9208,-4.5997,9e-04
"756",57158,57158,"JPH2","junctophilin 2",5.938e-08,1.726e-06,0.0344,-8.587,-8.587,-12.5268,1.577e-07,1.5136,1.5136,6.2647,8.491e-05
"757",8869,8869,"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5",5.969e-08,1.73e-06,0.0345,-2.5491,-2.5491,-8.7137,4.781e-06,-5.3049,-5.3049,-15.42,2.083e-08
"758",7216,7216,"TRO","trophinin",5.964e-08,1.73e-06,0.0344,0.2202,0.2202,0.9635,0.3576,-3.6714,-3.6714,-13.5373,7.439e-08
"759",54510,54510,"PCDH18","protocadherin 18",5.977e-08,1.73e-06,0.0345,-2.9731,-2.9731,-12.281,1.908e-07,-3.2519,-3.2519,-14.5167,3.764e-08
"760",55016,55016,"MARCHF1","membrane associated ring-CH-type finger 1",6.013e-08,1.739e-06,0.0346,-2.7518,-2.7518,-9.998,1.344e-06,1.1449,1.1449,5.6866,2e-04
"761",1266,1266,"CNN3","calponin 3",6.037e-08,1.741e-06,0.0346,-2.0948,-2.0948,-13.0844,1.035e-07,0.0732,0.0732,0.5311,0.6067
"762",8038,8038,"ADAM12","ADAM metallopeptidase domain 12",6.038e-08,1.741e-06,0.0347,-7.7251,-7.7251,-15.3344,2.2e-08,-2.0279,-2.0279,-7.9814,1.054e-05
"763",100506465,100506465,"LINC01234","long intergenic non-protein coding RNA 1234",6.049e-08,1.742e-06,0.0347,9.0791,9.0791,10.8756,6.09e-07,1.8921,1.8921,1.966,0.077
"764",4242,4242,"MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",6.072e-08,1.747e-06,0.0348,5.1102,5.1102,11.2392,4.457e-07,1.0022,1.0022,1.9989,0.0729
"765",10475,10475,"TRIM38","tripartite motif containing 38",6.09e-08,1.748e-06,0.0348,-4.8423,-4.8423,-13.0255,1.081e-07,0.6881,0.6881,3.1538,0.01
"766",102724843,102724843,"LOC102724843","uncharacterized LOC102724843",6.093e-08,1.748e-06,0.0349,2.0478,2.0478,8.3321,7.172e-06,-1.5584,-1.5584,-5.6808,2e-04
"767",166336,166336,"PRICKLE2","prickle planar cell polarity protein 2",6.142e-08,1.76e-06,0.0349,-3.9842,-3.9842,-15.7227,1.72e-08,-0.8191,-0.8191,-4.508,0.0011
"768",3766,3766,"KCNJ10","potassium inwardly rectifying channel subfamily J member 10",6.176e-08,1.767e-06,0.0349,9.7981,9.7981,9.8107,1.604e-06,0.1567,0.1567,0.1298,0.8992
"769",8412,8412,"BCAR3","BCAR3 adaptor protein, NSP family member",6.216e-08,1.776e-06,0.035,-6.5333,-6.5333,-13.2326,9.28e-08,0.8891,0.8891,3.8235,0.0032
"770",2908,2908,"NR3C1","nuclear receptor subfamily 3 group C member 1",6.275e-08,1.789e-06,0.035,-2.9138,-2.9138,-15.8922,1.548e-08,-1.1894,-1.1894,-7.6537,1.53e-05
"771",5742,5742,"PTGS1","prostaglandin-endoperoxide synthase 1",6.277e-08,1.789e-06,0.0351,9.5969,9.5969,11.0934,5.046e-07,3.4013,3.4013,3.5534,0.0051
"772",3069,3069,"HDLBP","high density lipoprotein binding protein",6.318e-08,1.798e-06,0.0351,-0.8621,-0.8621,-6.1635,9.712e-05,-2.0761,-2.0761,-15.4393,2.057e-08
"773",2019,2019,"EN1","engrailed homeobox 1",6.347e-08,1.802e-06,0.0352,10.1176,10.1176,13.4278,8.05e-08,7.3692,7.3692,9.6194,1.926e-06
"774",1739,1739,"DLG1","discs large MAGUK scaffold protein 1",6.344e-08,1.802e-06,0.0352,-2.7435,-2.7435,-14.4339,3.981e-08,-0.247,-0.247,-1.5583,0.1496
"775",5293,5293,"PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",6.363e-08,1.804e-06,0.0353,-3.9608,-3.9608,-9.6452,1.879e-06,1.7417,1.7417,6.806,4.234e-05
"776",2000,2000,"ELF4","E74 like ETS transcription factor 4",6.412e-08,1.816e-06,0.0353,-3.0182,-3.0182,-10.7551,6.767e-07,1.0126,1.0126,4.9738,5e-04
"777",84790,84790,"TUBA1C","tubulin alpha 1c",6.458e-08,1.822e-06,0.0354,1.7513,1.7513,10.2275,1.087e-06,2.5166,2.5166,15.8464,1.592e-08
"778",23090,23090,"ZNF423","zinc finger protein 423",6.45e-08,1.822e-06,0.0354,-2.6009,-2.6009,-8.1067,9.175e-06,-8.2392,-8.2392,-15.0576,2.63e-08
"779",5066,5066,"PAM","peptidylglycine alpha-amidating monooxygenase",6.464e-08,1.822e-06,0.0354,-2.9957,-2.9957,-15.6885,1.757e-08,-0.9044,-0.9044,-5.6336,2e-04
"780",284406,284406,"ZFP82","ZFP82 zinc finger protein",6.466e-08,1.822e-06,0.0355,-2.5877,-2.5877,-7.8184,1.267e-05,-8.8382,-8.8382,-15.1391,2.495e-08
"781",9076,9076,"CLDN1","claudin 1",6.475e-08,1.822e-06,0.0355,-10.3604,-10.3604,-12.4806,1.634e-07,-3.6686,-3.6686,-11.5291,3.497e-07
"782",5099,5099,"PCDH7","protocadherin 7",6.51e-08,1.825e-06,0.0357,-12.9911,-12.9911,-12.4077,1.729e-07,-3.0865,-3.0865,-11.0743,5.13e-07
"783",65009,65009,"NDRG4","NDRG family member 4",6.51e-08,1.825e-06,0.0356,2.8064,2.8064,9.4453,2.281e-06,-1.137,-1.137,-3.3992,0.0066
"784",7277,7277,"TUBA4A","tubulin alpha 4a",6.508e-08,1.825e-06,0.0356,-4.2161,-4.2161,-6.2513,8.644e-05,3.6999,3.6999,9.6829,1.812e-06
"785",284069,284069,"FAM171A2","family with sequence similarity 171 member A2",6.525e-08,1.826e-06,0.0357,2.0131,2.0131,7.1225,2.867e-05,-2.542,-2.542,-7.2853,2.356e-05
"786",6813,6813,"STXBP2","syntaxin binding protein 2",6.529e-08,1.826e-06,0.0358,-5.569,-5.569,-8.4102,6.593e-06,2.925,2.925,8.9398,3.784e-06
"787",2619,2619,"GAS1","growth arrest specific 1",6.56e-08,1.829e-06,0.0359,3.3667,3.3667,8.4743,6.156e-06,-3.0857,-3.0857,-5.7911,2e-04
"788",5795,5795,"PTPRJ","protein tyrosine phosphatase receptor type J",6.556e-08,1.829e-06,0.0358,-1.8463,-1.8463,-7.8299,1.251e-05,1.337,1.337,7.033,3.197e-05
"789",6323,6323,"SCN1A","sodium voltage-gated channel alpha subunit 1",6.601e-08,1.839e-06,0.0359,1.4543,1.4543,4.7757,7e-04,-8.1771,-8.1771,-12.8753,1.21e-07
"790",80975,80975,"TMPRSS5","transmembrane serine protease 5",6.629e-08,1.844e-06,0.0359,4.5524,4.5524,11.1089,4.98e-07,0.7197,0.7197,1.6016,0.1397
"791",22997,22997,"IGSF9B","immunoglobulin superfamily member 9B",6.645e-08,1.846e-06,0.036,3.3932,3.3932,8.6784,4.961e-06,-2.9534,-2.9534,-5.6564,2e-04
"792",85457,85457,"CIPC","CLOCK interacting pacemaker",6.692e-08,1.855e-06,0.036,1.4933,1.4933,7.7473,1.374e-05,-1.3081,-1.3081,-6.4413,6.739e-05
"793",339479,339479,"BRINP3","BMP/retinoic acid inducible neural specific 3",6.694e-08,1.855e-06,0.0361,-8.6231,-8.6231,-10.5739,7.945e-07,-7.9119,-7.9119,-12.6473,1.438e-07
"794",55130,55130,"ODAD2","outer dynein arm docking complex subunit 2",6.717e-08,1.859e-06,0.0361,-8.5349,-8.5349,-10.8581,6.184e-07,-8.2465,-8.2465,-12.628,1.459e-07
"795",55344,55344,"PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1",6.76e-08,1.869e-06,0.0362,2.9463,2.9463,13.272,9.016e-08,0.7572,0.7572,3.377,0.0068
"796",4853,4853,"NOTCH2","notch receptor 2",6.792e-08,1.875e-06,0.0362,-2.4336,-2.4336,-15.7589,1.682e-08,-1.0882,-1.0882,-8.0473,9.8e-06
"797",6000,6000,"RGS7","regulator of G protein signaling 7",6.822e-08,1.881e-06,0.0363,-5.2078,-5.2078,-6.8581,3.967e-05,3.7358,3.7358,9.2974,2.639e-06
"798",22846,22846,"VASH1","vasohibin 1",6.944e-08,1.907e-06,0.0364,4.22,4.22,10.228,1.086e-06,-0.5804,-0.5804,-1.2382,0.2433
"799",8707,8707,"B3GALT2","beta-1,3-galactosyltransferase 2",6.96e-08,1.907e-06,0.0364,-6.9062,-6.9062,-10.8367,6.3e-07,-8.059,-8.059,-12.5261,1.578e-07
"800",23357,23357,"ANGEL1","angel homolog 1",6.966e-08,1.907e-06,0.0365,2.5126,2.5126,11.9401,2.501e-07,0.1347,0.1347,0.6242,0.5462
"801",10085,10085,"EDIL3","EGF like repeats and discoidin domains 3",6.964e-08,1.907e-06,0.0365,-10.3946,-10.3946,-14.7443,3.233e-08,0.492,0.492,2.3675,0.0389
"802",3746,3746,"KCNC1","potassium voltage-gated channel subfamily C member 1",6.924e-08,1.907e-06,0.0363,8.8245,8.8245,11.4325,3.789e-07,3.3928,3.3928,3.9968,0.0024
"803",105379362,105379362,"LOC105379362","uncharacterized LOC105379362",6.961e-08,1.907e-06,0.0364,1.1544,1.1544,4.6861,8e-04,-3.1257,-3.1257,-10.2532,1.061e-06
"804",102467080,102467080,"LINC02998","long intergenic non-protein coding RNA 2998",6.992e-08,1.911e-06,0.0366,-2.0656,-2.0656,-4.6699,8e-04,2.9608,2.9608,9.3418,2.525e-06
"805",6320,6320,"CLEC11A","C-type lectin domain containing 11A",7.018e-08,1.916e-06,0.0366,6.8804,6.8804,10.4329,9.016e-07,1.7391,1.7391,2.4246,0.0353
"806",11145,11145,"PLAAT3","phospholipase A and acyltransferase 3",7.043e-08,1.921e-06,0.0367,-3.5654,-3.5654,-9.9343,1.427e-06,1.387,1.387,5.8643,1e-04
"807",1809,1809,"DPYSL3","dihydropyrimidinase like 3",7.122e-08,1.94e-06,0.0367,-3.2321,-3.2321,-14.5127,3.774e-08,-2.3874,-2.3874,-12.1216,2.164e-07
"808",2888,2888,"GRB14","growth factor receptor bound protein 14",7.179e-08,1.948e-06,0.0369,-6.5014,-6.5014,-12.3387,1.824e-07,-4.3049,-4.3049,-12.1059,2.191e-07
"809",57156,57156,"TMEM63C","transmembrane protein 63C",7.172e-08,1.948e-06,0.0368,-2.1167,-2.1167,-3.3032,0.0077,4.5236,4.5236,10.225,1.089e-06
"810",4155,4155,"MBP","myelin basic protein",7.169e-08,1.948e-06,0.0368,-7.9576,-7.9576,-14.0081,5.333e-08,0.6804,0.6804,3.0721,0.0115
"811",54756,54756,"IL17RD","interleukin 17 receptor D",7.202e-08,1.952e-06,0.0369,-2.2997,-2.2997,-9.331,2.553e-06,-3.7165,-3.7165,-15.1563,2.467e-08
"812",154664,154664,"ABCA13","ATP binding cassette subfamily A member 13",7.213e-08,1.952e-06,0.0369,-6.4315,-6.4315,-8.402,6.651e-06,3.3015,3.3015,9.7232,1.743e-06
"813",6493,6493,"SIM2","SIM bHLH transcription factor 2",7.327e-08,1.981e-06,0.037,2.3961,2.3961,7.7918,1.306e-05,-2.3228,-2.3228,-6.125,1e-04
"814",2775,2775,"GNAO1","G protein subunit alpha o1",7.386e-08,1.989e-06,0.0371,6.358,6.358,10.7486,6.806e-07,1.6461,1.6461,2.5423,0.0288
"815",339778,339778,"CIMIP2C","ciliary microtubule inner protein 2C",7.386e-08,1.989e-06,0.0371,7.9523,7.9523,10.7425,6.843e-07,0.7076,0.7076,0.7988,0.4426
"816",102723775,102723775,"LINC01315","long intergenic non-protein coding RNA 1315",7.379e-08,1.989e-06,0.037,6.0763,6.0763,9.6693,1.835e-06,-1.1454,-1.1454,-1.4621,0.1738
"817",26153,26153,"KIF26A","kinesin family member 26A",7.446e-08,2.003e-06,0.0372,9.3961,9.3961,9.5336,2.093e-06,0.4123,0.4123,0.352,0.732
"818",9985,9985,"REC8","REC8 meiotic recombination protein",7.488e-08,2.006e-06,0.0373,1.1579,1.1579,3.975,0.0025,-4.1834,-4.1834,-11.3434,4.082e-07
"819",321,321,"APBA2","amyloid beta precursor protein binding family A member 2",7.503e-08,2.006e-06,0.0374,7.0229,7.0229,13.604,7.092e-08,4.7765,4.7765,9.137,3.098e-06
"820",3953,3953,"LEPR","leptin receptor",7.475e-08,2.006e-06,0.0372,-2.5766,-2.5766,-5.8717,1e-04,2.591,2.591,8.5494,5.683e-06
"821",9590,9590,"AKAP12","A-kinase anchoring protein 12",7.487e-08,2.006e-06,0.0373,-2.4577,-2.4577,-13.8861,5.808e-08,-2.0707,-2.0707,-12.9772,1.121e-07
"822",9507,9507,"ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4",7.5e-08,2.006e-06,0.0374,4.0968,4.0968,13.0459,1.065e-07,1.6945,1.6945,5.2055,4e-04
"823",64901,64901,"RANBP17","RAN binding protein 17",7.527e-08,2.01e-06,0.0374,0.1598,0.1598,0.5708,0.5805,-9.1653,-9.1653,-14.8429,3.028e-08
"824",7035,7035,"TFPI","tissue factor pathway inhibitor",7.543e-08,2.012e-06,0.0375,-2.9609,-2.9609,-12.6983,1.383e-07,-2.8624,-2.8624,-13.558,7.329e-08
"825",55117,55117,"SLC6A15","solute carrier family 6 member 15",7.553e-08,2.012e-06,0.0375,0.1657,0.1657,0.6252,0.5456,-9.1977,-9.1977,-14.9338,2.852e-08
"826",9852,9852,"EPM2AIP1","EPM2A interacting protein 1",7.639e-08,2.029e-06,0.0376,-12.2792,-12.2792,-15.5378,1.932e-08,-0.3658,-0.3658,-1.8634,0.0914
"827",80223,80223,"RAB11FIP1","RAB11 family interacting protein 1",7.643e-08,2.029e-06,0.0377,-1.077,-1.077,-5.1733,4e-04,-3.4733,-3.4733,-15.1388,2.495e-08
"828",105379082,105379082,"LOC105379082","uncharacterized LOC105379082",7.626e-08,2.029e-06,0.0376,-7.2745,-7.2745,-11.2912,4.265e-07,-5.8326,-5.8326,-12.4817,1.633e-07
"829",185,185,"AGTR1","angiotensin II receptor type 1",7.722e-08,2.047e-06,0.0377,-2.7873,-2.7873,-5.1366,4e-04,3.3594,3.3594,9.4141,2.352e-06
"830",2906,2906,"GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D",7.737e-08,2.049e-06,0.0378,4.3882,4.3882,9.4513,2.268e-06,-1.3619,-1.3619,-2.3884,0.0376
"831",6595,6595,"SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",7.757e-08,2.052e-06,0.0378,-11.592,-11.592,-15.5273,1.945e-08,-0.6537,-0.6537,-3.2248,0.0089
"832",2948,2948,"GSTM4","glutathione S-transferase mu 4",7.781e-08,2.056e-06,0.0379,-0.1931,-0.1931,-0.7024,0.4981,2.5727,2.5727,11.0369,5.297e-07
"833",5937,5937,"RBMS1","RNA binding motif single stranded interacting protein 1",7.826e-08,2.065e-06,0.0379,-3.452,-3.452,-15.4534,2.039e-08,-1.5408,-1.5408,-8.6548,5.085e-06
"834",5909,5909,"RAP1GAP","RAP1 GTPase activating protein",7.862e-08,2.069e-06,0.038,5.1324,5.1324,9.965,1.386e-06,-0.1396,-0.1396,-0.2343,0.8194
"835",11173,11173,"ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7",7.854e-08,2.069e-06,0.0379,2.8649,2.8649,7.8508,1.221e-05,-3.8554,-3.8554,-7.2223,2.541e-05
"836",57834,57834,"CYP4F11","cytochrome P450 family 4 subfamily F member 11",7.936e-08,2.082e-06,0.0381,8.2447,8.2447,10.8742,6.097e-07,1.5477,1.5477,1.751,0.1099
"837",3693,3693,"ITGB5","integrin subunit beta 5",7.937e-08,2.082e-06,0.0381,-3.8978,-3.8978,-14.7321,3.259e-08,-0.4287,-0.4287,-2.1808,0.0536
"838",84251,84251,"SGIP1","SH3GL interacting endocytic adaptor 1",7.933e-08,2.082e-06,0.038,-9.1244,-9.1244,-11.102,5.009e-07,-6.5845,-6.5845,-12.1024,2.197e-07
"839",4110,4110,"MAGEA11","MAGE family member A11",7.95e-08,2.083e-06,0.0382,8.7386,8.7386,10.4977,8.506e-07,3.7428,3.7428,4.2376,0.0016
"840",6303,6303,"SAT1","spermidine/spermine N1-acetyltransferase 1",8.018e-08,2.098e-06,0.0382,-2.8911,-2.8911,-15.4753,2.011e-08,-1.0878,-1.0878,-6.8911,3.808e-05
"841",285382,285382,"C3orf70","chromosome 3 open reading frame 70",8.029e-08,2.098e-06,0.0383,4.311,4.311,8.8114,4.319e-06,-2.8438,-2.8438,-4.2947,0.0015
"842",1030,1030,"CDKN2B","cyclin dependent kinase inhibitor 2B",8.069e-08,2.106e-06,0.0383,-3.6531,-3.6531,-9.2544,2.754e-06,1.6589,1.6589,6.5208,6.08e-05
"843",79750,79750,"ZNF385D","zinc finger protein 385D",8.087e-08,2.108e-06,0.0384,-9.6761,-9.6761,-13.0697,1.046e-07,-3.0383,-3.0383,-10.2733,1.042e-06
"844",60401,60401,"EDA2R","ectodysplasin A2 receptor",8.113e-08,2.113e-06,0.0384,-0.7953,-0.7953,-3.2938,0.0079,-4.5937,-4.5937,-15.1735,2.44e-08
